Date_operation,Entrée,Sortie,Stock
,0,5,23.0
,0,20,3.0
,0,9,0.0
,0,5,110.0
,0,60,50.0
,0,25,93.0
,350,0,350.0
,0,15,335.0
,0,5,201.0
,0,20,188.0
,0,50,138.0
,0,10,128.0
,0,35,0.0
,10,0,370.0
,350,0,360.0
,0,2,298.0
,0,70,300.0
,0,20,83.0
,15,0,280.0
,0,40,240.0
,0,10,110.0
,335,0,335.0
,0,10,325.0
,0,15,310.0
,0,60,250.0
,0,30,111.0
,0,10,205.0
,25,0,230.0
,0,20,210.0
,0,5,45.0
,0,35,10.0
,0,20,75.0
,0,20,97.0
,0,35,107.0
,0,15,471.0
,0,20,451.0
,0,4,89.0
,0,20,69.0
,270,0,280.0
,0,20,260.0
,0,10,195.0
,0,20,175.0
,0,10,50.0
,0,5,45.0
,0,50,285.0
,0,45,156.0
,417,0,417.0
,0,10,407.0
,0,70,337.0
,0,10,288.0
,0,50,238.0
,0,30,210.0
,0,15,-5.0
,300,0,295.0
,0,70,225.0
,0,70,155.0
,0,50,105.0
,0,7,98.0
,300,0,398.0
,70,0,468.0
,0,15,95.0
,0,10,240.0
,0,100,140.0
,0,10,101.0
,0,10,126.0
,0,10,85.0
,0,30,55.0
,0,50,25.0
,0,30,67.0
,0,5,446.0
,0,70,376.0
,0,10,290.0
,0,30,260.0
,0,70,150.0
,0,20,190.0
,0,30,165.0
,0,20,145.0
,0,20,30.0
,0,10,130.0
,0,20,110.0
,0,25,105.0
,0,10,83.0
,0,10,275.0
,0,20,108.0
,0,5,103.0
,33,0,370.0
,0,40,330.0
,8,0,338.0
,0,5,233.0
,0,150,60.0
,0,30,5.0
,0,25,35.0
,0,10,85.0
,0,15,70.0
,0,50,90.0
,0,5,96.0
,0,13,2.0
,350,0,352.0
,0,5,63.0
,250,0,305.0
,0,55,250.0
,55,0,305.0
,0,55,250.0
,10,0,320.0
,300,0,310.0
,0,20,275.0
,0,25,295.0
,0,10,15.0
,0,15,0.0
,0,20,87.0
,0,20,356.0
,0,10,59.0
,0,20,39.0
,7,0,267.0
,0,10,250.0
,0,10,180.0
,0,50,130.0
,0,5,170.0
,0,70,100.0
,0,2,98.0
,350,0,353.0
,0,2,271.0
,0,80,273.0
,0,10,261.0
,0,6,99.0
,0,20,63.0
,0,10,146.0
,0,10,328.0
,0,15,313.0
,0,30,283.0
,0,5,228.0
